GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G6840","2014-2018",,,,,,,,,"Kwigillingok ANVSA, AK","6840",,,,,,,,,,,,,,,,,,,,,,"Kwigillingok ANVSA, AK",378,200,30,14,27,21,3,14,2,12,24,22,15,12,1,3,178,30,15,15,7,6,9,8,16,16,11,27,5,4,9,"Kwigillingok ANVSA, AK",60,32,10,7,10,9,3,7,2,6,8,9,7,6,3,3,34,11,7,11,4,4,6,6,6,7,6,9,4,7,6
"G6845","2014-2018",,,,,,,,,"Kwinhagak ANVSA, AK","6845",,,,,,,,,,,,,,,,,,,,,,"Kwinhagak ANVSA, AK",676,331,29,26,33,28,14,22,25,16,45,36,35,10,9,3,345,37,40,49,23,7,24,23,17,30,35,27,22,11,0,"Kwinhagak ANVSA, AK",64,33,10,10,10,9,6,8,10,6,12,13,12,5,7,3,40,12,11,11,10,6,8,10,7,10,9,9,10,6,9
"G6850","2014-2018",,,,,,,,,"Lake Minchumina ANVSA, AK","6850",,,,,,,,,,,,,,,,,,,,,,"Lake Minchumina ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake Minchumina ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6855","2014-2018",,,,,,,,,"Larsen Bay ANVSA, AK","6855",,,,,,,,,,,,,,,,,,,,,,"Larsen Bay ANVSA, AK",27,16,0,1,0,0,0,0,3,0,3,0,0,5,4,0,11,0,0,0,0,0,0,6,0,0,2,3,0,0,0,"Larsen Bay ANVSA, AK",21,13,9,2,9,9,9,9,7,9,7,9,9,7,5,9,11,9,9,9,9,9,9,10,9,9,4,5,9,9,9
"G6860","2014-2018",,,,,,,,,"Lesnoi ANVSA, AK","6860",,,,,,,,,,,,,,,,,,,,,,"Lesnoi ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lesnoi ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6865","2014-2018",,,,,,,,,"Levelock ANVSA, AK","6865",,,,,,,,,,,,,,,,,,,,,,"Levelock ANVSA, AK",73,34,1,8,0,1,2,0,1,2,10,2,3,0,4,0,39,3,3,11,1,1,3,2,0,4,2,0,3,6,0,"Levelock ANVSA, AK",32,21,3,6,9,2,5,9,2,3,10,4,3,9,4,9,16,5,3,7,2,2,4,3,9,4,3,9,4,4,9
"G6875","2014-2018",,,,,,,,,"Lime Village ANVSA, AK","6875",,,,,,,,,,,,,,,,,,,,,,"Lime Village ANVSA, AK",6,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Lime Village ANVSA, AK",8,4,2,9,9,9,9,9,9,2,9,9,9,9,9,9,7,9,9,9,9,9,4,9,9,9,9,9,9,9,4
"G6890","2014-2018",,,,,,,,,"Lower Kalskag ANVSA, AK","6890",,,,,,,,,,,,,,,,,,,,,,"Lower Kalskag ANVSA, AK",268,146,13,20,16,9,1,4,12,13,20,13,15,10,0,0,122,22,10,10,5,3,14,2,1,20,13,21,1,0,0,"Lower Kalskag ANVSA, AK",42,25,7,8,8,4,3,5,7,7,9,6,8,5,9,9,23,8,5,7,6,3,7,3,3,9,6,9,4,9,9
"G6895","2014-2018",,,,,,,,,"McGrath ANVSA, AK","6895",,,,,,,,,,,,,,,,,,,,,,"McGrath ANVSA, AK",117,51,6,2,4,2,2,7,7,0,0,5,10,6,0,0,66,9,2,10,0,0,4,7,0,2,12,11,5,4,0,"McGrath ANVSA, AK",29,16,7,2,3,3,2,4,6,9,9,4,7,4,9,9,17,7,2,6,9,9,3,4,9,2,6,6,4,4,9
"G6900","2014-2018",,,,,,,,,"Manley Hot Springs ANVSA, AK","6900",,,,,,,,,,,,,,,,,,,,,,"Manley Hot Springs ANVSA, AK",8,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,"Manley Hot Springs ANVSA, AK",7,4,9,9,9,9,9,9,9,9,9,2,9,9,2,9,4,9,9,9,9,9,9,9,3,9,9,3,9,9,9
"G6905","2014-2018",,,,,,,,,"Manokotak ANVSA, AK","6905",,,,,,,,,,,,,,,,,,,,,,"Manokotak ANVSA, AK",632,334,32,29,31,11,19,25,24,36,35,41,29,10,12,0,298,38,25,21,31,13,20,39,13,24,41,13,12,8,0,"Manokotak ANVSA, AK",61,39,10,10,10,6,8,7,8,11,14,12,9,5,8,9,33,10,9,8,10,8,9,8,8,12,11,9,6,6,9
"G6910","2014-2018",,,,,,,,,"Marshall ANVSA, AK","6910",,,,,,,,,,,,,,,,,,,,,,"Marshall ANVSA, AK",288,138,16,3,23,8,6,8,14,8,15,15,9,10,3,0,150,24,15,15,8,8,12,13,14,15,8,16,2,0,0,"Marshall ANVSA, AK",47,24,7,3,9,4,4,7,8,5,8,9,6,5,3,9,28,9,8,8,5,6,5,8,7,7,6,7,2,9,9
"G6915","2014-2018",,,,,,,,,"Mary's Igloo ANVSA, AK","6915",,,,,,,,,,,,,,,,,,,,,,"Mary's Igloo ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mary's Igloo ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6935","2014-2018",,,,,,,,,"Mekoryuk ANVSA, AK","6935",,,,,,,,,,,,,,,,,,,,,,"Mekoryuk ANVSA, AK",220,118,10,10,4,5,2,1,2,9,4,32,31,6,2,0,102,11,9,8,2,1,7,12,8,10,11,9,7,5,2,"Mekoryuk ANVSA, AK",34,17,6,6,4,4,3,3,2,6,4,10,10,4,5,9,24,6,6,5,5,3,5,8,4,6,6,5,5,5,3
"G6945","2014-2018",,,,,,,,,"Mentasta Lake ANVSA, AK","6945",,,,,,,,,,,,,,,,,,,,,,"Mentasta Lake ANVSA, AK",184,91,4,13,5,0,0,5,20,12,4,14,5,9,0,0,93,3,11,6,0,0,3,3,0,33,10,11,0,13,0,"Mentasta Lake ANVSA, AK",72,48,7,14,9,9,9,9,30,17,5,11,6,8,9,9,49,6,13,10,9,9,4,5,9,27,9,9,9,20,9
"G6965","2014-2018",,,,,,,,,"Minto ANVSA, AK","6965",,,,,,,,,,,,,,,,,,,,,,"Minto ANVSA, AK",212,119,8,19,7,4,0,10,10,6,15,9,15,16,0,0,93,9,8,6,6,7,4,16,7,3,11,11,5,0,0,"Minto ANVSA, AK",37,22,7,9,6,4,9,7,6,5,7,6,8,7,9,9,23,5,6,6,4,5,4,6,5,4,8,6,5,9,9
"G6975","2014-2018",,,,,,,,,"Mountain Village ANVSA, AK","6975",,,,,,,,,,,,,,,,,,,,,,"Mountain Village ANVSA, AK",671,346,48,48,31,13,9,29,29,17,48,38,31,3,0,2,325,37,31,39,24,10,31,27,17,27,37,20,15,10,0,"Mountain Village ANVSA, AK",69,38,12,13,15,6,6,9,12,8,14,9,9,4,9,2,41,12,9,9,9,6,11,11,9,9,12,9,7,7,9
"G6990","2014-2018",,,,,,,,,"Naknek ANVSA, AK","6990",,,,,,,,,,,,,,,,,,,,,,"Naknek ANVSA, AK",183,104,8,4,6,1,1,10,6,6,14,18,18,6,2,4,79,3,4,12,2,0,1,5,5,8,17,11,4,4,3,"Naknek ANVSA, AK",39,29,5,4,5,2,3,7,5,4,7,24,9,7,3,4,19,3,4,5,3,9,3,4,5,4,6,6,4,4,4
"G6995","2014-2018",,,,,,,,,"Nanwalek ANVSA, AK","6995",,,,,,,,,,,,,,,,,,,,,,"Nanwalek ANVSA, AK",142,70,4,2,8,5,0,3,7,4,12,2,22,0,1,0,72,4,8,4,2,4,7,1,2,8,12,16,3,1,0,"Nanwalek ANVSA, AK",51,28,4,3,9,5,9,5,8,7,10,4,12,9,2,9,28,4,8,4,3,5,7,3,4,7,10,11,3,2,9
"G7005","2014-2018",,,,,,,,,"Napaimute ANVSA, AK","7005",,,,,,,,,,,,,,,,,,,,,,"Napaimute ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Napaimute ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7010","2014-2018",,,,,,,,,"Napakiak ANVSA, AK","7010",,,,,,,,,,,,,,,,,,,,,,"Napakiak ANVSA, AK",356,169,14,17,13,10,6,15,12,14,9,23,24,6,6,0,187,21,16,18,6,6,19,20,2,21,20,9,22,3,4,"Napakiak ANVSA, AK",48,25,7,6,6,5,4,8,6,6,6,9,9,4,5,9,30,9,7,7,4,5,8,10,3,7,6,6,7,4,4
"G7020","2014-2018",,,,,,,,,"Napaskiak ANVSA, AK","7020",,,,,,,,,,,,,,,,,,,,,,"Napaskiak ANVSA, AK",351,175,23,24,26,7,4,17,10,12,15,18,10,8,1,0,176,16,20,16,10,4,19,16,11,22,15,12,11,2,2,"Napaskiak ANVSA, AK",58,33,9,9,10,4,6,6,5,7,7,7,5,5,2,9,35,9,10,9,7,4,8,7,6,8,8,7,7,2,2
"G7025","2014-2018",,,,,,,,,"Nelson Lagoon ANVSA, AK","7025",,,,,,,,,,,,,,,,,,,,,,"Nelson Lagoon ANVSA, AK",55,31,0,0,0,0,0,6,3,4,6,4,0,8,0,0,24,0,0,0,0,0,6,0,0,3,4,5,6,0,0,"Nelson Lagoon ANVSA, AK",27,17,9,9,9,9,9,6,4,4,6,5,9,6,9,9,12,9,9,9,9,9,6,9,9,4,4,5,5,9,9
"G7030","2014-2018",,,,,,,,,"Nenana ANVSA, AK","7030",,,,,,,,,,,,,,,,,,,,,,"Nenana ANVSA, AK",152,86,5,6,2,3,3,0,3,8,6,9,15,15,7,4,66,0,6,8,4,0,0,3,2,4,8,11,14,4,2,"Nenana ANVSA, AK",36,22,7,4,2,3,4,9,4,7,8,6,7,7,5,4,19,9,5,7,5,9,9,4,4,4,6,6,8,4,3
"G7035","2014-2018",,,,,,,,,"Newhalen ANVSA, AK","7035",,,,,,,,,,,,,,,,,,,,,,"Newhalen ANVSA, AK",101,53,10,5,1,5,2,2,5,8,3,1,10,1,0,0,48,6,4,1,1,0,8,6,1,1,9,7,0,4,0,"Newhalen ANVSA, AK",40,21,7,4,2,4,3,3,5,6,3,2,6,2,9,9,25,5,6,2,2,9,7,7,2,2,6,5,9,4,9
"G7040","2014-2018",,,,,,,,,"New Koliganek ANVSA, AK","7040",,,,,,,,,,,,,,,,,,,,,,"New Koliganek ANVSA, AK",144,79,6,12,7,3,0,6,8,5,5,9,10,4,3,1,65,4,9,4,3,7,6,0,7,4,9,5,4,0,3,"New Koliganek ANVSA, AK",38,23,7,7,5,4,9,5,5,4,4,6,6,4,4,2,22,5,5,5,4,6,5,9,6,4,11,4,3,9,5
"G7050","2014-2018",,,,,,,,,"New Stuyahok ANVSA, AK","7050",,,,,,,,,,,,,,,,,,,,,,"New Stuyahok ANVSA, AK",503,287,35,34,35,17,16,24,20,10,32,26,18,16,4,0,216,20,30,21,13,8,10,20,10,19,26,19,14,6,0,"New Stuyahok ANVSA, AK",64,49,11,14,12,7,8,10,10,7,13,10,9,7,4,9,31,9,9,9,9,6,7,8,6,10,9,13,8,4,9
"G7055","2014-2018",,,,,,,,,"Newtok ANVSA, AK","7055",,,,,,,,,,,,,,,,,,,,,,"Newtok ANVSA, AK",356,192,16,18,24,10,7,16,15,15,18,23,8,16,6,0,164,18,26,17,15,6,15,4,12,13,16,7,10,5,0,"Newtok ANVSA, AK",52,39,6,8,10,6,6,6,8,9,12,8,7,10,5,9,26,9,10,7,7,5,7,3,7,7,7,5,5,5,9
"G7065","2014-2018",,,,,,,,,"Nightmute ANVSA, AK","7065",,,,,,,,,,,,,,,,,,,,,,"Nightmute ANVSA, AK",189,91,11,4,11,9,2,5,9,10,6,14,4,5,1,0,98,18,2,13,6,2,6,8,0,9,11,7,6,4,6,"Nightmute ANVSA, AK",34,20,5,4,7,7,5,4,5,8,6,6,3,4,3,9,19,8,2,6,5,3,4,6,9,10,6,5,4,3,4
"G7070","2014-2018",,,,,,,,,"Nikolai ANVSA, AK","7070",,,,,,,,,,,,,,,,,,,,,,"Nikolai ANVSA, AK",100,67,0,2,3,2,3,6,10,9,9,6,9,4,4,0,33,2,2,0,2,0,5,0,7,0,8,3,3,1,0,"Nikolai ANVSA, AK",29,22,9,3,4,4,4,5,8,6,9,5,6,4,3,9,14,3,3,9,3,9,6,9,5,9,5,4,3,2,9
"G7075","2014-2018",,,,,,,,,"Nikolski ANVSA, AK","7075",,,,,,,,,,,,,,,,,,,,,,"Nikolski ANVSA, AK",17,8,0,1,2,0,0,0,2,1,0,0,0,2,0,0,9,0,1,0,1,0,0,0,1,1,1,4,0,0,0,"Nikolski ANVSA, AK",11,8,9,2,3,9,9,9,4,2,9,9,9,2,9,9,7,9,3,9,3,9,9,9,2,2,2,4,9,9,9
"G7080","2014-2018",,,,,,,,,"Ninilchik ANVSA, AK","7080",,,,,,,,,,,,,,,,,,,,,,"Ninilchik ANVSA, AK",706,287,10,32,18,15,15,35,24,13,28,29,46,16,6,0,419,12,24,13,10,32,39,21,24,54,68,66,47,9,0,"Ninilchik ANVSA, AK",147,81,9,26,14,12,15,19,24,11,15,18,26,13,6,15,90,9,21,10,10,26,27,13,17,33,36,27,29,10,15
"G7085","2014-2018",,,,,,,,,"Noatak ANVSA, AK","7085",,,,,,,,,,,,,,,,,,,,,,"Noatak ANVSA, AK",408,217,29,18,17,18,2,20,21,8,19,32,22,7,4,0,191,16,16,19,18,6,18,24,6,20,28,12,4,3,1,"Noatak ANVSA, AK",48,31,9,10,7,7,4,9,8,7,8,10,9,4,5,9,29,9,7,7,7,4,8,7,5,11,8,7,3,4,4
"G7095","2014-2018",,,,,,,,,"Nome ANVSA, AK","7095",,,,,,,,,,,,,,,,,,,,,,"Nome ANVSA, AK",2157,1036,89,126,83,45,38,78,98,110,146,109,54,41,16,3,1121,131,96,116,61,31,86,93,76,122,125,92,62,27,3,"Nome ANVSA, AK",176,112,23,27,27,21,15,21,36,51,29,31,21,17,9,5,100,26,26,34,18,14,17,26,20,25,23,27,16,14,4
"G7100","2014-2018",,,,,,,,,"Nondalton ANVSA, AK","7100",,,,,,,,,,,,,,,,,,,,,,"Nondalton ANVSA, AK",90,45,2,0,3,4,0,8,2,8,1,10,6,0,0,1,45,4,1,3,4,1,6,1,6,3,4,6,2,0,4,"Nondalton ANVSA, AK",34,19,3,9,3,5,9,6,4,5,2,6,7,9,9,3,19,4,2,4,5,2,7,2,5,3,3,5,3,9,4
"G7110","2014-2018",,,,,,,,,"Noorvik ANVSA, AK","7110",,,,,,,,,,,,,,,,,,,,,,"Noorvik ANVSA, AK",561,319,33,39,38,29,6,15,32,19,17,34,33,14,10,0,242,39,28,20,14,8,27,24,12,16,34,12,2,4,2,"Noorvik ANVSA, AK",63,37,12,9,10,10,6,6,10,8,8,9,10,8,7,9,36,10,11,11,6,5,8,12,9,8,10,5,3,4,6
"G7115","2014-2018",,,,,,,,,"Northway ANVSA, AK","7115",,,,,,,,,,,,,,,,,,,,,,"Northway ANVSA, AK",229,123,13,10,5,0,6,0,24,11,15,13,5,12,5,4,106,9,10,7,8,13,10,12,2,5,3,14,7,3,3,"Northway ANVSA, AK",71,42,10,8,5,9,7,9,18,13,12,14,5,8,5,4,39,10,10,7,8,12,9,12,3,7,4,9,5,4,4
"G7125","2014-2018",,,,,,,,,"Nuiqsut ANVSA, AK","7125",,,,,,,,,,,,,,,,,,,,,,"Nuiqsut ANVSA, AK",373,184,39,18,11,4,2,19,28,19,10,15,13,5,1,0,189,22,26,16,6,3,21,18,7,14,26,12,8,8,2,"Nuiqsut ANVSA, AK",105,53,13,7,8,7,3,10,14,9,10,8,10,5,2,9,57,13,11,8,5,4,11,9,5,9,15,7,7,6,3
"G7130","2014-2018",,,,,,,,,"Nulato ANVSA, AK","7130",,,,,,,,,,,,,,,,,,,,,,"Nulato ANVSA, AK",247,116,2,14,6,10,3,6,10,13,9,17,12,4,3,7,131,8,9,6,0,3,7,10,7,12,18,25,9,11,6,"Nulato ANVSA, AK",34,24,3,7,4,5,3,8,7,7,8,7,6,3,3,4,27,5,5,4,9,4,5,5,7,7,7,8,6,5,5
"G7133","2014-2018",,,,,,,,,"Nunam Iqua ANVSA, AK","7133",,,,,,,,,,,,,,,,,,,,,,"Nunam Iqua ANVSA, AK",159,82,19,2,8,6,4,15,12,0,6,3,0,7,0,0,77,16,4,6,6,2,5,2,2,6,7,7,9,2,3,"Nunam Iqua ANVSA, AK",40,23,9,3,5,4,4,8,7,9,4,3,9,5,9,9,21,9,4,5,4,2,4,2,3,4,6,4,6,3,4
"G7135","2014-2018",,,,,,,,,"Nunapitchuk ANVSA, AK","7135",,,,,,,,,,,,,,,,,,,,,,"Nunapitchuk ANVSA, AK",848,418,58,27,35,20,13,30,71,23,20,32,74,7,8,0,430,42,52,66,39,6,22,31,21,29,32,67,10,13,0,"Nunapitchuk ANVSA, AK",285,148,18,9,11,7,6,11,68,8,8,9,71,4,5,9,139,11,13,50,51,5,8,10,7,9,9,71,5,5,9
"G7145","2014-2018",,,,,,,,,"Ohogamiut ANVSA, AK","7145",,,,,,,,,,,,,,,,,,,,,,"Ohogamiut ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ohogamiut ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7150","2014-2018",,,,,,,,,"Old Harbor ANVSA, AK","7150",,,,,,,,,,,,,,,,,,,,,,"Old Harbor ANVSA, AK",159,76,3,0,2,9,5,13,0,5,12,10,14,3,0,0,83,5,6,3,13,6,8,0,0,10,2,18,9,3,0,"Old Harbor ANVSA, AK",59,33,6,9,3,12,6,16,9,8,14,10,14,5,9,9,38,8,9,5,10,6,12,9,9,7,3,15,9,5,9
"G7175","2014-2018",,,,,,,,,"Oscarville ANVSA, AK","7175",,,,,,,,,,,,,,,,,,,,,,"Oscarville ANVSA, AK",53,25,2,1,4,0,2,2,2,0,6,3,0,0,2,1,28,11,0,6,0,0,0,2,2,5,0,0,0,2,0,"Oscarville ANVSA, AK",22,12,2,4,4,9,2,3,2,9,4,4,9,9,3,3,11,7,9,5,9,9,9,3,3,5,9,9,9,2,9
"G7180","2014-2018",,,,,,,,,"Ouzinkie ANVSA, AK","7180",,,,,,,,,,,,,,,,,,,,,,"Ouzinkie ANVSA, AK",117,48,4,2,1,0,0,11,3,4,2,7,8,6,0,0,69,5,8,2,0,12,3,12,2,6,4,7,6,2,0,"Ouzinkie ANVSA, AK",54,23,5,3,2,9,9,12,5,7,3,7,7,7,9,9,40,8,9,5,9,17,5,14,4,7,5,8,9,3,9
"G7185","2014-2018",,,,,,,,,"Paimiut ANVSA, AK","7185",,,,,,,,,,,,,,,,,,,,,,"Paimiut ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paimiut ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7205","2014-2018",,,,,,,,,"Pedro Bay ANVSA, AK","7205",,,,,,,,,,,,,,,,,,,,,,"Pedro Bay ANVSA, AK",12,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,"Pedro Bay ANVSA, AK",10,8,9,9,9,9,9,9,9,5,9,9,3,9,9,9,7,9,9,9,9,9,9,9,9,9,9,7,9,9,9
"G7215","2014-2018",,,,,,,,,"Perryville ANVSA, AK","7215",,,,,,,,,,,,,,,,,,,,,,"Perryville ANVSA, AK",85,43,0,0,5,2,2,15,5,0,2,5,6,1,0,0,42,2,7,5,2,1,3,0,2,7,5,2,4,0,2,"Perryville ANVSA, AK",31,17,9,9,3,4,3,8,4,9,4,6,4,2,9,9,20,3,5,4,3,2,4,9,3,5,4,4,3,9,2
"G7220","2014-2018",,,,,,,,,"Petersburg ANVSA, AK","7220",,,,,,,,,,,,,,,,,,,,,,"Petersburg ANVSA, AK",199,108,8,8,5,5,20,9,14,3,9,9,10,8,0,0,91,10,3,12,1,1,6,12,4,11,10,11,10,0,0,"Petersburg ANVSA, AK",47,31,6,6,4,5,15,7,8,3,8,9,8,5,9,9,24,8,3,9,2,2,5,8,5,6,8,6,7,9,9
"G7225","2014-2018",,,,,,,,,"Pilot Point ANVSA, AK","7225",,,,,,,,,,,,,,,,,,,,,,"Pilot Point ANVSA, AK",57,34,2,6,4,0,2,2,0,2,1,3,7,2,3,0,23,1,1,0,0,0,0,6,3,0,4,4,2,2,0,"Pilot Point ANVSA, AK",22,13,3,6,5,9,3,4,9,2,2,3,6,3,5,9,13,2,2,9,9,9,9,6,4,9,5,5,3,3,9
"G7230","2014-2018",,,,,,,,,"Pilot Station ANVSA, AK","7230",,,,,,,,,,,,,,,,,,,,,,"Pilot Station ANVSA, AK",561,288,44,26,42,11,12,30,28,19,28,21,22,3,1,1,273,40,33,31,18,1,22,26,18,32,31,8,6,5,2,"Pilot Station ANVSA, AK",62,38,11,9,11,8,7,9,11,8,10,11,8,4,2,2,35,10,10,12,8,4,9,9,7,9,11,6,5,5,3
"G7235","2014-2018",,,,,,,,,"Pitkas Point ANVSA, AK","7235",,,,,,,,,,,,,,,,,,,,,,"Pitkas Point ANVSA, AK",122,59,7,3,6,0,2,6,1,4,4,11,11,2,2,0,63,7,5,4,7,2,2,8,3,2,12,7,4,0,0,"Pitkas Point ANVSA, AK",31,13,7,3,6,9,2,5,4,3,4,6,6,3,3,9,22,7,8,4,5,3,3,4,4,3,6,4,5,9,9
"G7245","2014-2018",,,,,,,,,"Platinum ANVSA, AK","7245",,,,,,,,,,,,,,,,,,,,,,"Platinum ANVSA, AK",13,8,0,0,0,0,0,0,0,0,0,3,0,3,2,0,5,0,0,0,0,2,0,0,2,0,0,0,1,0,0,"Platinum ANVSA, AK",7,4,9,9,9,9,9,9,9,9,9,4,9,3,3,9,4,9,9,9,9,3,9,9,2,9,9,9,3,9,9
"G7250","2014-2018",,,,,,,,,"Point Hope ANVSA, AK","7250",,,,,,,,,,,,,,,,,,,,,,"Point Hope ANVSA, AK",497,271,38,21,33,17,5,20,26,27,18,23,26,13,2,2,226,33,33,28,10,3,10,14,16,11,24,24,10,6,4,"Point Hope ANVSA, AK",115,68,11,8,12,9,4,9,13,12,13,11,11,9,3,3,54,11,13,11,7,3,6,8,9,9,11,11,8,5,6
"G7255","2014-2018",,,,,,,,,"Point Lay ANVSA, AK","7255",,,,,,,,,,,,,,,,,,,,,,"Point Lay ANVSA, AK",214,120,21,19,11,8,6,7,22,8,8,8,0,2,0,0,94,18,12,15,3,1,11,8,4,12,3,5,2,0,0,"Point Lay ANVSA, AK",54,30,9,8,5,6,4,5,11,5,6,6,9,4,9,9,29,9,10,12,3,2,6,6,3,7,4,5,4,9,9
"G7260","2014-2018",,,,,,,,,"Portage Creek ANVSA, AK","7260",,,,,,,,,,,,,,,,,,,,,,"Portage Creek ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portage Creek ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G7263","2014-2018",,,,,,,,,"Port Alsworth ANVSA, AK","7263",,,,,,,,,,,,,,,,,,,,,,"Port Alsworth ANVSA, AK",13,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,9,0,3,2,1,0,2,0,0,1,0,0,0,0,0,"Port Alsworth ANVSA, AK",10,6,9,2,2,2,9,9,9,9,3,9,9,9,9,9,6,9,3,3,2,9,3,9,9,2,9,9,9,9,9
"G7265","2014-2018",,,,,,,,,"Port Graham ANVSA, AK","7265",,,,,,,,,,,,,,,,,,,,,,"Port Graham ANVSA, AK",148,95,9,13,2,4,0,7,4,12,13,6,22,2,1,0,53,3,0,0,3,4,0,6,11,13,5,5,1,2,0,"Port Graham ANVSA, AK",40,28,8,8,3,5,9,7,4,12,8,6,13,3,2,9,24,3,9,9,3,6,9,5,15,9,5,5,3,3,9
"G7270","2014-2018",,,,,,,,,"Port Heiden ANVSA, AK","7270",,,,,,,,,,,,,,,,,,,,,,"Port Heiden ANVSA, AK",60,40,3,5,2,0,0,14,2,3,4,4,3,0,0,0,20,0,3,1,3,0,0,2,4,2,3,1,1,0,0,"Port Heiden ANVSA, AK",28,20,3,4,3,9,9,9,3,3,4,4,6,9,9,9,10,9,5,2,3,9,9,3,4,3,3,3,2,9,9
"G7275","2014-2018",,,,,,,,,"Port Lions ANVSA, AK","7275",,,,,,,,,,,,,,,,,,,,,,"Port Lions ANVSA, AK",111,45,1,3,1,0,0,0,2,2,10,4,9,10,0,3,66,5,7,3,4,4,6,6,8,0,7,11,3,2,0,"Port Lions ANVSA, AK",45,20,3,3,2,9,9,9,3,4,15,5,9,9,9,5,33,10,8,5,6,8,9,8,11,9,7,10,4,3,9
"G7300","2014-2018",,,,,,,,,"Rampart ANVSA, AK","7300",,,,,,,,,,,,,,,,,,,,,,"Rampart ANVSA, AK",46,18,5,0,4,0,0,0,0,3,3,0,0,3,0,0,28,0,7,4,2,0,0,0,2,3,3,0,2,5,0,"Rampart ANVSA, AK",23,10,6,9,4,9,9,9,9,4,4,9,9,6,9,9,13,9,6,5,4,9,9,9,3,4,4,9,2,5,9
"G7305","2014-2018",,,,,,,,,"Red Devil ANVSA, AK","7305",,,,,,,,,,,,,,,,,,,,,,"Red Devil ANVSA, AK",12,5,0,0,0,0,0,0,0,2,2,0,0,1,0,0,7,0,0,1,0,0,0,0,0,2,0,2,0,2,0,"Red Devil ANVSA, AK",12,6,9,9,9,9,9,9,9,2,2,9,9,3,9,9,7,9,9,3,9,9,9,9,9,2,9,3,9,2,9
