GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G0825","2014-2018",,,,,,,,,"Coyote Valley Reservation, CA","0825",,,,,,,,,,,,,,,,,,,,,,"Coyote Valley Reservation, CA",237,102,18,8,11,5,7,23,10,0,8,7,3,0,0,2,135,32,2,17,23,6,14,3,0,12,9,15,0,2,0,"Coyote Valley Reservation, CA",94,55,22,10,11,7,8,25,11,12,11,7,5,12,12,3,58,17,5,12,21,12,17,7,12,13,9,12,12,4,12
"G0845","2014-2018",,,,,,,,,"Crow Reservation and Off-Reservation Trust Land, MT","0845",,,,,,,,,,,,,,,,,,,,,,"Crow Reservation and Off-Reservation Trust Land, MT",5694,2733,200,419,322,176,63,198,176,201,193,232,309,173,69,2,2961,256,296,313,129,93,174,226,174,294,347,304,237,80,38,"Crow Reservation and Off-Reservation Trust Land, MT",298,165,55,82,66,37,35,33,54,27,47,58,31,21,23,4,207,54,66,67,36,46,57,40,36,49,51,58,22,21,20
"G0855","2014-2018",,,,,,,,,"Crow Creek Reservation, SD","0855",,,,,,,,,,,,,,,,,,,,,,"Crow Creek Reservation, SD",1938,1000,123,96,122,94,42,79,41,47,108,109,84,40,15,0,938,103,113,67,55,28,97,57,50,101,108,100,47,12,0,"Crow Creek Reservation, SD",117,76,24,24,27,23,11,22,19,13,29,18,24,19,10,9,69,22,24,18,15,9,16,15,14,20,18,18,19,11,9
"G0940","2014-2018",,,,,,,,,"Dresslerville Colony, NV","0940",,,,,,,,,,,,,,,,,,,,,,"Dresslerville Colony, NV",414,210,8,32,25,4,18,16,4,22,27,21,19,11,0,3,204,12,22,23,2,15,10,10,6,18,19,24,36,6,1,"Dresslerville Colony, NV",124,68,8,30,19,6,13,11,6,15,17,12,15,9,12,4,79,13,18,12,3,13,10,9,5,13,9,15,24,7,4
"G0955","2014-2018",,,,,,,,,"Dry Creek Rancheria and Off-Reservation Trust Land, CA","0955",,,,,,,,,,,,,,,,,,,,,,"Dry Creek Rancheria and Off-Reservation Trust Land, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dry Creek Rancheria and Off-Reservation Trust Land, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G0965","2014-2018",,,,,,,,,"Duck Valley Reservation, NV--ID","0965",,,,,,,,,,,,,,,,,,,,,,"Duck Valley Reservation, NV--ID",1270,620,67,66,42,32,10,23,39,32,74,60,91,46,38,0,650,67,58,40,40,0,33,52,42,89,51,77,70,31,0,"Duck Valley Reservation, NV--ID",225,142,38,30,28,17,10,17,23,17,37,43,32,26,18,11,133,37,26,23,23,11,39,33,22,40,33,27,25,23,11
"G0975","2014-2018",,,,,,,,,"Duckwater Reservation, NV","0975",,,,,,,,,,,,,,,,,,,,,,"Duckwater Reservation, NV",243,126,15,7,2,5,0,0,11,5,34,21,15,0,11,0,117,14,2,5,2,4,0,17,12,5,9,7,21,19,0,"Duckwater Reservation, NV",99,59,14,12,6,9,12,12,14,8,20,14,17,12,14,12,56,11,5,9,6,6,12,17,15,6,7,7,30,18,12
"G0990","2014-2018",,,,,,,,,"Eastern Cherokee Reservation, NC","0990",,,,,,,,,,,,,,,,,,,,,,"Eastern Cherokee Reservation, NC",6997,3353,277,300,277,162,32,331,312,147,459,380,219,317,140,0,3644,240,206,245,141,139,308,252,256,517,371,444,298,215,12,"Eastern Cherokee Reservation, NC",607,376,101,96,118,65,34,128,126,81,121,88,70,92,69,17,330,92,94,89,56,82,87,74,89,110,107,67,93,82,20
"G1005","2014-2018",,,,,,,,,"Elko Colony, NV","1005",,,,,,,,,,,,,,,,,,,,,,"Elko Colony, NV",1039,510,19,16,41,22,9,12,85,50,41,75,72,45,15,8,529,31,35,21,30,4,13,54,39,43,50,105,58,37,9,"Elko Colony, NV",144,90,18,12,21,15,11,11,33,25,25,32,29,25,14,12,93,21,18,15,19,9,22,35,20,23,40,25,23,19,10
"G1010","2014-2018",,,,,,,,,"Elk Valley Rancheria and Off-Reservation Trust Land, CA","1010",,,,,,,,,,,,,,,,,,,,,,"Elk Valley Rancheria and Off-Reservation Trust Land, CA",25,15,0,0,1,0,0,0,0,2,2,2,1,3,4,0,10,0,2,0,1,0,0,0,0,1,0,2,0,3,1,"Elk Valley Rancheria and Off-Reservation Trust Land, CA",17,13,12,12,3,12,12,12,12,4,3,5,4,6,5,12,11,12,4,12,3,12,12,12,12,2,12,4,12,5,4
"G1040","2014-2018",,,,,,,,,"Ely Reservation, NV","1040",,,,,,,,,,,,,,,,,,,,,,"Ely Reservation, NV",150,63,5,8,9,2,0,2,0,2,9,5,8,9,4,0,87,11,6,3,4,0,3,2,7,2,4,13,15,8,9,"Ely Reservation, NV",59,42,11,9,11,3,12,5,12,5,19,25,9,9,7,12,31,16,7,5,6,12,4,4,6,3,5,14,10,8,11
"G1055","2014-2018",,,,,,,,,"Enterprise Rancheria and Off-Reservation Trust Land, CA","1055",,,,,,,,,,,,,,,,,,,,,,"Enterprise Rancheria and Off-Reservation Trust Land, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enterprise Rancheria and Off-Reservation Trust Land, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1065","2014-2018",,,,,,,,,"Ewiiaapaayp Reservation, CA","1065",,,,,,,,,,,,,,,,,,,,,,"Ewiiaapaayp Reservation, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ewiiaapaayp Reservation, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1070","2014-2018",,,,,,,,,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV","1070",,,,,,,,,,,,,,,,,,,,,,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV",59,17,0,2,3,0,1,0,0,3,1,6,1,0,0,0,42,0,0,0,4,4,8,3,0,5,6,3,5,2,2,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV",44,14,12,4,5,12,3,12,12,5,5,10,3,12,12,12,34,12,12,12,8,7,15,6,12,8,9,5,6,5,3
"G1075","2014-2018",,,,,,,,,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV","1075",,,,,,,,,,,,,,,,,,,,,,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV",621,230,24,15,8,21,6,6,4,10,38,20,31,19,20,8,391,12,28,52,27,10,28,17,37,28,40,52,50,7,3,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV",100,59,23,11,11,11,6,8,5,11,23,27,19,12,11,7,67,11,13,16,11,8,18,13,7,21,25,30,16,7,4
"G1100","2014-2018",,,,,,,,,"Flandreau Reservation, SD","1100",,,,,,,,,,,,,,,,,,,,,,"Flandreau Reservation, SD",424,218,30,28,12,9,4,6,11,13,35,22,37,9,2,0,206,18,35,34,4,0,8,11,11,12,18,40,11,4,0,"Flandreau Reservation, SD",105,57,15,15,10,10,6,8,11,11,18,16,11,7,3,9,59,14,19,13,5,9,11,11,7,11,10,16,8,4,9
"G1110","2014-2018",,,,,,,,,"Flathead Reservation, MT","1110",,,,,,,,,,,,,,,,,,,,,,"Flathead Reservation, MT",7959,4013,330,436,365,212,147,322,269,281,411,445,415,288,86,6,3946,273,494,244,235,134,258,270,294,364,481,496,246,113,44,"Flathead Reservation, MT",402,219,45,100,78,40,53,42,43,20,64,43,41,50,18,7,251,79,82,72,75,39,66,65,4,58,32,52,30,38,31
"G1125","2014-2018",,,,,,,,,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI","1125",,,,,,,,,,,,,,,,,,,,,,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",1457,714,26,64,49,51,55,69,42,56,70,79,64,63,26,0,743,73,66,48,38,18,52,60,32,78,125,73,67,13,0,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",180,102,20,29,21,13,17,33,26,28,29,37,31,19,16,11,112,39,28,19,15,24,37,20,28,33,27,22,15,11,11
"G1135","2014-2018",,,,,,,,,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI","1135",,,,,,,,,,,,,,,,,,,,,,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI",556,261,41,17,32,16,4,26,33,17,15,20,24,9,7,0,295,43,29,29,21,6,39,20,17,25,19,29,11,4,3,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI",105,51,17,9,13,13,5,17,15,9,8,13,10,6,7,9,71,12,14,16,11,7,37,11,13,16,10,12,8,5,4
"G1140","2014-2018",,,,,,,,,"Fort Apache Reservation, AZ","1140",,,,,,,,,,,,,,,,,,,,,,"Fort Apache Reservation, AZ",14591,6922,789,755,687,319,197,551,690,428,695,775,622,321,79,14,7669,708,876,758,303,130,571,673,554,814,1007,679,334,210,52,"Fort Apache Reservation, AZ",768,479,122,107,114,92,71,140,131,98,123,99,100,65,40,16,420,129,154,126,74,57,105,110,98,117,109,107,72,54,36
"G1150","2014-2018",,,,,,,,,"Fort Belknap Reservation and Off-Reservation Trust Land, MT","1150",,,,,,,,,,,,,,,,,,,,,,"Fort Belknap Reservation and Off-Reservation Trust Land, MT",2926,1438,170,165,151,75,79,67,121,88,157,125,140,87,13,0,1488,159,183,143,77,67,84,117,99,164,107,150,78,50,10,"Fort Belknap Reservation and Off-Reservation Trust Land, MT",126,72,19,43,36,20,31,27,19,15,17,24,22,12,8,10,81,27,33,32,5,29,33,26,22,33,22,29,17,15,10
"G1160","2014-2018",,,,,,,,,"Fort Berthold Reservation, ND","1160",,,,,,,,,,,,,,,,,,,,,,"Fort Berthold Reservation, ND",4715,2396,205,253,304,148,121,116,163,170,238,311,214,110,31,12,2319,229,245,247,107,50,178,206,181,235,247,204,113,46,31,"Fort Berthold Reservation, ND",246,139,57,44,57,27,43,29,22,36,31,47,26,23,14,16,154,47,61,54,34,24,44,25,14,48,30,27,31,19,30
"G1170","2014-2018",,,,,,,,,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA","1170",,,,,,,,,,,,,,,,,,,,,,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA",100,34,4,0,0,3,1,6,8,1,2,8,0,0,0,1,66,2,14,8,7,7,2,3,4,6,6,4,2,1,0,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA",55,25,5,12,12,5,4,7,9,4,4,13,12,12,12,4,39,3,9,9,9,10,3,5,6,8,8,6,4,3,12
"G1185","2014-2018",,,,,,,,,"Fort Hall Reservation and Off-Reservation Trust Land, ID","1185",,,,,,,,,,,,,,,,,,,,,,"Fort Hall Reservation and Off-Reservation Trust Land, ID",3746,1884,139,214,196,60,50,177,135,93,345,194,119,76,82,4,1862,118,270,221,58,70,173,78,71,206,183,157,194,39,24,"Fort Hall Reservation and Off-Reservation Trust Land, ID",370,197,69,61,64,36,54,66,51,49,70,77,54,37,43,9,231,60,80,71,42,41,70,50,36,46,61,59,59,25,23
"G1195","2014-2018",,,,,,,,,"Fort Independence Reservation, CA","1195",,,,,,,,,,,,,,,,,,,,,,"Fort Independence Reservation, CA",33,15,0,0,0,0,2,0,0,0,0,5,2,2,4,0,18,1,0,3,0,1,1,0,0,2,4,1,3,0,2,"Fort Independence Reservation, CA",15,10,12,12,12,12,5,12,12,12,12,7,3,4,5,12,10,2,12,4,12,2,3,12,12,3,4,2,4,12,3
"G1210","2014-2018",,,,,,,,,"Fort McDermitt Indian Reservation, NV--OR","1210",,,,,,,,,,,,,,,,,,,,,,"Fort McDermitt Indian Reservation, NV--OR",325,167,8,8,10,13,9,8,17,6,16,15,36,21,0,0,158,4,5,10,16,11,14,7,7,13,17,23,12,14,5,"Fort McDermitt Indian Reservation, NV--OR",131,77,14,12,17,11,16,12,21,9,13,12,18,15,11,11,74,7,13,20,12,12,12,9,10,11,11,14,10,12,7
"G1220","2014-2018",,,,,,,,,"Fort McDowell Yavapai Nation Reservation, AZ","1220",,,,,,,,,,,,,,,,,,,,,,"Fort McDowell Yavapai Nation Reservation, AZ",907,447,25,30,40,58,27,19,25,48,32,76,40,14,13,0,460,41,42,38,10,5,14,31,44,55,56,83,24,12,5,"Fort McDowell Yavapai Nation Reservation, AZ",87,46,12,13,17,25,13,11,15,21,14,18,14,9,12,12,65,20,17,19,8,5,9,15,17,19,15,18,10,8,6
"G1235","2014-2018",,,,,,,,,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV","1235",,,,,,,,,,,,,,,,,,,,,,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV",875,405,58,50,48,24,3,24,15,52,46,35,21,24,2,3,470,26,63,59,11,7,18,68,58,30,32,41,29,22,6,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV",283,137,41,36,33,21,7,17,16,28,23,23,19,18,4,5,159,23,37,33,10,9,20,49,38,20,18,26,19,15,8
"G1250","2014-2018",,,,,,,,,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT","1250",,,,,,,,,,,,,,,,,,,,,,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT",6702,3253,437,356,354,185,99,258,277,214,339,301,279,109,38,7,3449,367,356,432,192,85,257,296,217,364,310,338,160,69,6,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT",183,109,30,69,71,28,51,68,41,15,16,35,31,25,11,8,128,30,87,108,21,13,31,17,17,30,27,24,20,14,7
"G1260","2014-2018",,,,,,,,,"Fort Pierce Reservation, FL","1260",,,,,,,,,,,,,,,,,,,,,,"Fort Pierce Reservation, FL",66,50,11,3,11,0,0,0,0,15,5,3,2,0,0,0,16,4,0,4,0,0,0,0,3,3,0,2,0,0,0,"Fort Pierce Reservation, FL",63,50,14,7,22,13,13,13,13,25,11,5,3,13,13,13,17,7,13,9,13,13,13,13,6,6,13,5,13,13,13
"G1270","2014-2018",,,,,,,,,"Fort Sill Apache Indian Reservation, NM","1270",,,,,,,,,,,,,,,,,,,,,,"Fort Sill Apache Indian Reservation, NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fort Sill Apache Indian Reservation, NM",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1280","2014-2018",,,,,,,,,"Fort Yuma Indian Reservation, CA--AZ","1280",,,,,,,,,,,,,,,,,,,,,,"Fort Yuma Indian Reservation, CA--AZ",767,385,15,22,85,45,7,64,16,18,24,20,40,21,8,0,382,17,15,30,33,24,8,23,41,46,55,42,29,19,0,"Fort Yuma Indian Reservation, CA--AZ",188,75,15,21,45,22,9,9,15,17,21,13,24,17,9,11,134,16,16,33,20,24,10,20,34,29,36,24,23,17,11
"G1310","2014-2018",,,,,,,,,"Gila River Indian Reservation, AZ","1310",,,,,,,,,,,,,,,,,,,,,,"Gila River Indian Reservation, AZ",9704,4756,324,336,432,262,123,536,411,543,465,515,437,208,148,16,4948,291,469,558,194,198,322,392,402,605,573,467,273,154,50,"Gila River Indian Reservation, AZ",856,495,122,116,144,102,83,181,152,188,111,135,110,63,55,19,502,132,118,125,90,84,105,120,101,130,141,106,72,58,45
"G1340","2014-2018",,,,,,,,,"Goshute Reservation, NV--UT","1340",,,,,,,,,,,,,,,,,,,,,,"Goshute Reservation, NV--UT",128,54,3,7,3,0,2,2,4,7,6,4,10,4,0,2,74,7,5,6,2,0,12,1,2,7,14,11,6,1,0,"Goshute Reservation, NV--UT",55,28,5,9,4,11,4,4,5,6,8,5,8,5,11,4,34,12,8,6,4,11,12,3,3,9,9,10,7,2,11
"G1355","2014-2018",,,,,,,,,"Grand Portage Reservation and Off-Reservation Trust Land, MN","1355",,,,,,,,,,,,,,,,,,,,,,"Grand Portage Reservation and Off-Reservation Trust Land, MN",414,213,10,11,17,9,0,4,17,5,34,30,48,24,4,0,201,14,11,9,8,3,5,12,16,12,26,40,35,3,7,"Grand Portage Reservation and Off-Reservation Trust Land, MN",44,29,8,8,8,7,9,10,13,7,12,12,9,12,6,9,28,8,10,8,7,9,22,10,10,8,11,5,8,5,6
"G1365","2014-2018",,,,,,,,,"Grand Ronde Community and Off-Reservation Trust Land, OR","1365",,,,,,,,,,,,,,,,,,,,,,"Grand Ronde Community and Off-Reservation Trust Land, OR",348,178,11,11,13,6,2,11,9,10,14,47,16,11,16,1,170,20,10,15,13,2,9,8,16,11,14,21,21,5,5,"Grand Ronde Community and Off-Reservation Trust Land, OR",103,58,11,9,13,7,5,9,10,10,14,27,14,9,16,3,58,17,9,12,13,4,8,12,13,11,10,12,18,7,8
"G1370","2014-2018",,,,,,,,,"Grand Traverse Reservation and Off-Reservation Trust Land, MI","1370",,,,,,,,,,,,,,,,,,,,,,"Grand Traverse Reservation and Off-Reservation Trust Land, MI",452,212,32,31,20,6,3,11,10,10,18,23,26,16,6,0,240,8,35,30,11,11,11,16,20,18,38,23,9,9,1,"Grand Traverse Reservation and Off-Reservation Trust Land, MI",97,53,13,15,15,5,5,11,8,9,12,13,13,10,6,10,58,8,21,25,10,10,11,12,12,11,23,13,9,8,2
"G1380","2014-2018",,,,,,,,,"Greenville Rancheria, CA","1380",,,,,,,,,,,,,,,,,,,,,,"Greenville Rancheria, CA",17,13,0,0,0,0,0,5,0,2,3,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,"Greenville Rancheria, CA",18,13,12,12,12,12,12,10,12,4,5,5,12,12,12,12,8,12,12,12,12,12,12,12,4,12,12,12,12,6,4
"G1395","2014-2018",,,,,,,,,"Grindstone Indian Rancheria, CA","1395",,,,,,,,,,,,,,,,,,,,,,"Grindstone Indian Rancheria, CA",229,92,11,3,12,0,5,13,14,3,10,14,3,4,0,0,137,8,20,14,3,9,15,19,17,9,17,6,0,0,0,"Grindstone Indian Rancheria, CA",90,34,12,5,16,12,6,11,10,6,10,12,5,8,12,12,63,8,22,16,5,10,14,13,17,10,14,8,12,12,12
"G1400","2014-2018",,,,,,,,,"Guidiville Rancheria and Off-Reservation Trust Land, CA","1400",,,,,,,,,,,,,,,,,,,,,,"Guidiville Rancheria and Off-Reservation Trust Land, CA",48,23,0,3,1,1,2,7,3,0,5,0,1,0,0,0,25,2,4,2,12,0,0,0,1,3,0,1,0,0,0,"Guidiville Rancheria and Off-Reservation Trust Land, CA",46,24,12,6,3,4,4,13,7,12,7,12,2,12,12,12,25,5,6,4,19,12,12,12,2,6,12,3,12,12,12
"G1410","2014-2018",,,,,,,,,"Hannahville Indian Community and Off-Reservation Trust Land, MI","1410",,,,,,,,,,,,,,,,,,,,,,"Hannahville Indian Community and Off-Reservation Trust Land, MI",465,225,37,14,15,6,26,22,9,8,31,15,19,19,2,2,240,27,16,11,12,10,30,25,11,33,40,14,11,0,0,"Hannahville Indian Community and Off-Reservation Trust Land, MI",74,50,13,13,12,7,19,18,6,6,14,13,8,11,2,3,34,9,11,8,5,10,11,10,7,13,16,13,9,10,10
"G1440","2014-2018",,,,,,,,,"Havasupai Reservation, AZ","1440",,,,,,,,,,,,,,,,,,,,,,"Havasupai Reservation, AZ",15,8,0,0,0,0,0,3,3,0,0,2,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,"Havasupai Reservation, AZ",22,12,12,12,12,12,12,5,5,12,12,3,12,12,12,12,10,12,12,12,12,12,6,12,12,12,4,12,12,12,12
"G1450","2014-2018",,,,,,,,,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN","1450",,,,,,,,,,,,,,,,,,,,,,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN",1262,576,51,60,81,52,17,34,40,30,55,48,53,52,0,3,686,53,30,52,51,23,35,41,35,101,80,85,76,21,3,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN",168,99,26,32,30,19,11,25,20,22,27,26,21,20,11,4,97,24,17,19,18,17,18,18,19,30,29,26,23,14,3
"G1460","2014-2018",,,,,,,,,"Hoh Indian Reservation and Off-Reservation Trust Land, WA","1460",,,,,,,,,,,,,,,,,,,,,,"Hoh Indian Reservation and Off-Reservation Trust Land, WA",95,44,8,2,2,5,3,5,1,5,3,4,5,1,0,0,51,5,7,7,0,2,6,2,2,8,8,3,1,0,0,"Hoh Indian Reservation and Off-Reservation Trust Land, WA",37,19,7,2,3,5,6,7,4,5,4,5,7,2,12,12,26,5,9,7,12,3,11,3,4,8,7,4,3,12,12
"G1475","2014-2018",,,,,,,,,"Hollywood Reservation, FL","1475",,,,,,,,,,,,,,,,,,,,,,"Hollywood Reservation, FL",434,245,22,57,51,5,3,11,4,3,46,22,11,7,3,0,189,14,20,28,11,0,5,21,8,22,12,25,7,16,0,"Hollywood Reservation, FL",162,121,22,54,43,8,8,12,6,5,29,21,8,8,5,13,64,15,17,24,10,13,7,18,9,16,8,19,8,17,13
"G1490","2014-2018",,,,,,,,,"Hoopa Valley Reservation, CA","1490",,,,,,,,,,,,,,,,,,,,,,"Hoopa Valley Reservation, CA",2781,1236,169,107,197,48,60,55,92,58,148,158,53,62,20,9,1545,89,165,82,40,48,274,123,90,116,154,214,114,27,9,"Hoopa Valley Reservation, CA",381,232,82,60,77,32,50,34,43,46,68,57,40,39,25,16,233,58,74,53,25,59,121,49,47,53,67,72,47,28,16
"G1505","2014-2018",,,,,,,,,"Hopi Reservation and Off-Reservation Trust Land, AZ","1505",,,,,,,,,,,,,,,,,,,,,,"Hopi Reservation and Off-Reservation Trust Land, AZ",8900,4241,437,292,332,165,130,319,376,271,430,558,482,271,125,53,4659,459,489,350,152,145,315,422,276,528,418,513,387,135,70,"Hopi Reservation and Off-Reservation Trust Land, AZ",598,296,84,69,79,67,59,95,112,74,98,111,99,62,45,32,390,117,129,80,49,55,101,103,81,107,97,89,79,45,35
"G1515","2014-2018",,,,,,,,,"Hopland Rancheria, CA","1515",,,,,,,,,,,,,,,,,,,,,,"Hopland Rancheria, CA",170,70,5,8,1,1,2,3,6,2,18,16,1,5,0,2,100,6,9,13,16,3,3,3,6,15,6,9,11,0,0,"Hopland Rancheria, CA",76,34,8,10,3,3,5,6,9,4,16,15,3,7,12,5,49,8,14,13,23,4,6,5,8,15,8,9,11,12,12
"G1530","2014-2018",,,,,,,,,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME","1530",,,,,,,,,,,,,,,,,,,,,,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME",220,120,15,21,26,8,8,0,2,12,12,3,11,2,0,0,100,16,6,7,2,0,8,17,12,16,6,2,3,5,0,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME",83,53,15,20,19,11,7,10,3,10,12,5,8,5,10,10,42,11,6,6,4,10,9,14,11,13,9,5,5,6,10
"G1545","2014-2018",,,,,,,,,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ","1545",,,,,,,,,,,,,,,,,,,,,,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ",1488,662,71,53,70,38,9,87,31,79,72,53,41,44,14,0,826,67,75,118,22,9,44,41,114,72,61,113,44,35,11,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ",185,109,31,19,27,21,10,43,18,37,39,23,22,25,10,12,129,25,31,39,16,10,24,26,45,32,25,47,16,28,11
"G1550","2014-2018",,,,,,,,,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI","1550",,,,,,,,,,,,,,,,,,,,,,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI",31,12,0,0,0,1,0,0,0,2,1,0,0,6,2,0,19,1,3,0,3,0,0,2,1,3,1,0,1,4,0,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI",22,9,10,10,10,3,10,10,10,4,3,10,10,7,3,10,17,2,6,10,7,10,10,3,4,3,2,10,4,6,10
"G1555","2014-2018",,,,,,,,,"Immokalee Reservation, FL","1555",,,,,,,,,,,,,,,,,,,,,,"Immokalee Reservation, FL",387,165,20,0,32,3,9,35,1,30,15,19,0,1,0,0,222,99,20,10,12,6,14,32,2,4,4,5,5,9,0,"Immokalee Reservation, FL",142,87,21,13,36,7,20,35,4,36,19,25,13,5,13,13,103,64,26,15,19,13,18,31,3,6,7,7,9,14,13
"G1560","2014-2018",,,,,,,,,"Inaja and Cosmit Reservation, CA","1560",,,,,,,,,,,,,,,,,,,,,,"Inaja and Cosmit Reservation, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inaja and Cosmit Reservation, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1575","2014-2018",,,,,,,,,"Indian Township Reservation, ME","1575",,,,,,,,,,,,,,,,,,,,,,"Indian Township Reservation, ME",586,284,27,40,22,4,7,42,8,16,23,26,28,25,16,0,302,18,29,33,25,13,18,23,19,33,37,40,10,4,0,"Indian Township Reservation, ME",97,66,17,18,12,7,7,21,9,15,14,17,12,11,9,10,51,12,16,19,14,12,14,12,11,13,18,17,9,5,10
"G1590","2014-2018",,,,,,,,,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE","1590",,,,,,,,,,,,,,,,,,,,,,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE",75,36,2,3,0,1,1,2,1,1,6,4,6,4,5,0,39,5,3,5,2,3,4,0,1,5,2,6,2,1,0,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE",27,17,4,4,11,3,3,3,3,3,6,4,5,5,6,11,15,4,3,7,3,4,4,11,2,5,5,6,3,3,11
"G1610","2014-2018",,,,,,,,,"Isabella Reservation and Off-Reservation Trust Land, MI","1610",,,,,,,,,,,,,,,,,,,,,,"Isabella Reservation and Off-Reservation Trust Land, MI",2043,977,78,84,87,71,51,69,71,68,137,82,114,49,6,10,1066,140,107,88,45,78,77,29,52,137,143,73,75,6,16,"Isabella Reservation and Off-Reservation Trust Land, MI",302,160,25,71,54,44,48,37,40,36,49,27,21,30,9,14,197,54,60,60,35,51,68,26,28,53,47,26,25,7,18
